0,1034.45
0.62,978.21
1.3,920.97
2.4,856.83
3.37,802.56
4.32,750.26
5.28,641.72
6.28,591.4
7.22,495.68
8.25,406.76
9.23,314.66
10.22,227.61
11.23,149.08
12.27,84.42
13.18,52.92
14.22,28.25
15.88,13.53
16.35,2.36
17.37,1.21
18.3,1.2
20.22,1.16
25.22,1.14
