44,20.9,1,10200,0,6.55
51,28.6,1,0,0,6.56
72,86.53,1,8960,1,6.81
96,240.17,1,8210,1,7.08
116,263.64,1,6820,1,6.55
125,287.47,1,5880,1,6.43
139,371.81,1,5250,1,6.34
163,428.64,1,2860,1,6.19
195,443.68,1,200,1,3.85
