11.1894,7.6358,0,1.477,0,0,0,40.0149,1
11.2197,7.8791,0,1.4704,0,0,0,40.1412,1
11.2499,8.1187,0,1.464,0,0,0,40.271,1
11.2802,8.3546,0,1.4576,0,0,0,40.4044,1
11.3104,8.5869,0,1.4514,0,0,0,40.5414,1
11.3407,8.8157,0,1.4453,0,0,0,40.6817,1
11.3709,9.0409,0,1.4392,0,0,0,40.8255,1
11.4014,9.2642,0,1.4333,0,0,0,40.9736,1
11.4318,9.4841,0,1.4274,0,0,0,41.1251,1
11.4623,9.7005,0,1.4217,0,0,0,41.2798,1
11.4928,9.9137,0,1.416,0,0,0,41.4378,1
11.5232,10.12,0,1.4104,0,0.0035,0,41.6025,1
11.5537,10.3138,0,1.405,0,0.0165,0,41.7796,1
11.5841,10.4934,0,1.3996,0,0.0408,0,41.9709,1
11.6146,10.6592,0,1.3943,0,0.0761,0,42.1758,1
11.666,10.9125,0,1.3856,0,0.1572,0,42.5488,1
11.7175,11.135,0,1.377,0,0.2628,0,42.9522,1
11.7689,11.3305,0,1.3687,0,0.3899,0,43.3825,1
11.8204,11.5024,0,1.3605,0,0.5359,0,43.8364,1
11.844,11.574,0,1.3568,0,0.6085,0,44.0515,1
11.8676,11.6416,0,1.3532,0,0.6844,0,44.2707,1
11.8912,11.7053,0,1.3495,0,0.7633,0,44.4937,1
11.9148,11.7653,0,1.3459,0,0.8452,0,44.7204,1
11.9384,11.8268,0,1.3424,0,0.9293,0,44.9498,1
11.9619,11.8904,0,1.3388,0,1.0167,0,45.1833,1
11.9855,11.9309,0,1.3354,0,1.1075,0,45.4211,1
12.0091,11.8986,0,1.3319,0,1.1987,0,45.6594,1
12.0287,11.8249,0,1.329,0,1.2715,0,45.8532,1
12.0482,11.7547,0,1.3261,0,1.3414,0,46.0435,1
12.0677,11.6879,0,1.3232,0,1.4086,0,46.2304,1
12.0873,11.6243,0,1.3203,0,1.4733,0,46.4141,1
